community,tier,post_id,item_id,parent_id,is_post,thread_depth,author,title,body,body_length,has_link,has_code,score,reaction_count,num_replies,created_utc,discussion_number,discussion_title,discussion_category,discussion_state,is_answered,is_accepted_answer,tags,url,date,week,year_week,time_to_first_reply_hrs,replied_within_24h,is_ghost_post,is_first_contribution,author_total_contributions
vercel/next.js,popular,D_kwDOBC3Cis4AkJXq,D_kwDOBC3Cis4AkJXq,,True,1,arobinson-consynsys,Turbopack Error: Failed to write app endpoint /(main)/settings/customers/page,Turbopack version: `23c46498` Next.js version: `0.0.0` Error message: ``` Turbopack Error: Failed to write app endpoint /(main)/settings/customers/page ```,162,False,True,1,1,0,2026-02-14 05:20:39+00:00,89988,Turbopack Error: Failed to write app endpoint /(main)/settings/customers/page,Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89988,2026-02-14,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkJFV,D_kwDOBC3Cis4AkJFV,,True,1,immiProgrammer,"[Turbopack] Windows `next build` fails in standalone mode with `EINVAL: invalid argument, copyfile .","### Summary ### Summary When running `next build` with `output: ""standalone""` on Windows using Turbopack (default in Next.js 16+ or explicitly enabled), the build fails during the file copying phase. It attempts to copy a traced file for the `node:inspector` module, but the destination filename contains a colon (`:`), which is invalid on Windows filesystems. This issue persists even in **Next.js 16.1.6**, despite PR #88273 (escape colon in output names) being merged. ### Reproduction Steps 1. Create a Next.js 16.1.6 project on Windows. 2. Enable `output: ""standalone""` in `next.config.ts`. 4. Run `next build`. ### Error Log ``` > Build error occurred Error: EINVAL: invalid argument, copyfile 'D:\path\to\.next\server\chunks\[externals]_node:inspector_7a4283c6._.js' -> 'D:\path\to\.next\standalone\apps\web\.next\server\chunks\[externals]_node:inspector_7a4283c6._.js' at ignore-listed frames { errno: -4071, code: 'EINVAL', syscall: 'copyfile', path: 'D:\\path\\to\\.next\\server\\chunks\\[externals]_node:inspector_7a4283c6._.js', dest: 'D:\\path\\to\\.next\\standalone\\apps\\web\\.next\\server\\chunks\\[externals]_node:inspector_7a4283c6._.js' } ``` ### Environment - **OS**: Windows (10/11) - **Next.js**: 16.1.6 - **Package Manager**: pnpm - **Turbopack**: Enabled ### Additional information _No response_ ### Example _No response_",1399,False,True,1,1,1,2026-02-13 22:58:25+00:00,89985,"[Turbopack] Windows `next build` fails in standalone mode with `EINVAL: invalid argument, copyfile .",Help,open,False,False,,https://github.com/vercel/next.js/discussions/89985,2026-02-13,7,2026-W06,0.13472222222222222,True,False,True,4
vercel/next.js,popular,D_kwDOBC3Cis4AkJFV,DC_kwDOBC3Cis4A8Rsg,D_kwDOBC3Cis4AkJFV,False,2,icyJoseph,,https://github.com/vercel/next.js/pull/88273 is still canary only. Try with next@canary to verify. > earliest canary was 16.1.1-canary.19,140,True,False,0,0,4,2026-02-13 23:06:30+00:00,89985,"[Turbopack] Windows `next build` fails in standalone mode with `EINVAL: invalid argument, copyfile .",Help,open,False,False,,https://github.com/vercel/next.js/discussions/89985#discussioncomment-15801120,2026-02-13,7,2026-W06,0.13472222222222222,True,False,False,3
vercel/next.js,popular,D_kwDOBC3Cis4AkJFV,DC_kwDOBC3Cis4A8RtK,DC_kwDOBC3Cis4A8Rsg,False,3,immiProgrammer,,i need stable version 😁,23,False,False,0,0,0,2026-02-13 23:15:54+00:00,89985,"[Turbopack] Windows `next build` fails in standalone mode with `EINVAL: invalid argument, copyfile .",Help,open,False,False,,https://github.com/vercel/next.js/discussions/89985#discussioncomment-15801162,2026-02-13,7,2026-W06,0.13472222222222222,True,False,False,4
vercel/next.js,popular,D_kwDOBC3Cis4AkJFV,DC_kwDOBC3Cis4A8RuD,DC_kwDOBC3Cis4A8Rsg,False,3,icyJoseph,,"I said **_try canary to verify_** the fix. And then we wait until a new stable release. I haven't heard about a 16.1.7 just yet, but if I do I'll ask to include this PR on it.",175,False,False,0,0,0,2026-02-13 23:28:41+00:00,89985,"[Turbopack] Windows `next build` fails in standalone mode with `EINVAL: invalid argument, copyfile .",Help,open,False,False,,https://github.com/vercel/next.js/discussions/89985#discussioncomment-15801219,2026-02-13,7,2026-W06,0.13472222222222222,True,False,False,3
vercel/next.js,popular,D_kwDOBC3Cis4AkJFV,DC_kwDOBC3Cis4A8SNG,DC_kwDOBC3Cis4A8Rsg,False,3,immiProgrammer,,"i tested with `16.2.0-canary.45`, fixed",39,False,True,0,0,0,2026-02-14 08:06:54+00:00,89985,"[Turbopack] Windows `next build` fails in standalone mode with `EINVAL: invalid argument, copyfile .",Help,open,False,False,,https://github.com/vercel/next.js/discussions/89985#discussioncomment-15803206,2026-02-14,7,2026-W06,0.13472222222222222,True,False,False,4
vercel/next.js,popular,D_kwDOBC3Cis4AkJFV,DC_kwDOBC3Cis4A8SNR,DC_kwDOBC3Cis4A8Rsg,False,3,immiProgrammer,,Do you know which upcoming stable release will include this fix? I’d like to plan our upgrade accordingly.,107,False,False,0,0,0,2026-02-14 08:10:10+00:00,89985,"[Turbopack] Windows `next build` fails in standalone mode with `EINVAL: invalid argument, copyfile .",Help,open,False,False,,https://github.com/vercel/next.js/discussions/89985#discussioncomment-15803217,2026-02-14,7,2026-W06,0.13472222222222222,True,False,False,4
vercel/next.js,popular,D_kwDOBC3Cis4AkJC1,D_kwDOBC3Cis4AkJC1,,True,1,Hamatsho,Turbopack Error: Invalid symlink,Turbopack version: `07f6eefc` Next.js version: `0.0.0` Error message: ``` Turbopack Error: Invalid symlink ```,117,False,True,1,1,0,2026-02-13 22:01:45+00:00,89983,Turbopack Error: Invalid symlink,Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89983,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkIsT,D_kwDOBC3Cis4AkIsT,,True,1,shodiyorbek,Turbopack Error: Failed to write app endpoint /page,Turbopack version: `v16.1.0-canary.22-36-g1427bf872` Next.js version: `0.0.0` Error message: ``` Failed to write app endpoint /page Caused by: - Next.js package not found Debug info: - Execution of Project::hmr_version_state failed - Execution of Project::hmr_version failed - Execution of VersionedContentMap::get failed - Execution of VersionedContentMap::get_asset failed - Execution of VersionedContentMap::compute_entry failed - Execution of *emit_assets failed - Execution of all_assets_from_entries_operation failed - Execution of *all_assets_from_entries failed - Execution of endpoint_output_assets_operation failed - Execution of <AppEndpoint as Endpoint>::output failed - Failed to write app endpoint /page - Execution of AppEndpoint::output failed - Execution of AppEndpoint::app_page_entry failed - Execution of *get_app_page_entry failed - Execution of AppProject::rsc_module_context failed - Execution of *ModuleAssetContext::new failed - Execution of *AppProject::get_rsc_transitions failed - Execution of AppProject::ecmascript_client_reference_transition failed - Execution of *NextEcmascriptClientReferenceTransition::new failed - Execution of AppProject::ssr_transition failed - Execution of *FullContextTransition::new failed - Execution of AppProject::ssr_module_context failed - Execution of AppProject::shared_transition failed - Execution of *FullContextTransition::new failed - Execution of AppProject::shared_module_context failed - Execution of *ModuleAssetContext::new failed - Execution of get_server_resolve_options_context failed - Execution of get_next_server_import_map failed - Next.js package not found ```,1685,False,True,1,1,0,2026-02-13 17:10:56+00:00,89962,Turbopack Error: Failed to write app endpoint /page,Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89962,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkIX4,D_kwDOBC3Cis4AkIX4,,True,1,thelastofinusa,"Turbopack Error: Cell CellId { type_id: ValueTypeId { id: 210, name: ValueType { name: ""turbo_tasks_fs::FileContent"", dbg: ""(trait fn)"", dbg_depth: ""(trait fn)"" } }, index: 0 } no longer exists in task <EcmascriptDevChunkListContent as VersionedContent>::content (no cell of this type exists)","Turbopack version: `v16.1.0-canary.22-63-gcb436b361` Next.js version: `0.0.0` Error message: ``` Cell CellId { type_id: ValueTypeId { id: 210, name: ValueType { name: ""turbo_tasks_fs::FileContent"", dbg: ""(trait fn)"", dbg_depth: ""(trait fn)"" } }, index: 0 } no longer exists in task <EcmascriptDevChunkListContent as VersionedContent>::content (no cell of this type exists) Debug info: - Execution of Project::hmr_version_state failed - Execution of Project::hmr_version failed - Execution of VersionedContentMap::get failed - Execution of VersionedContentMap::get_asset failed - Execution of VersionedContentMap::compute_entry failed - Execution of emit_assets failed - Execution of emit_rebase failed - Execution of AssetContent::write failed - Execution of <DiskFileSystem as FileSystem>::write failed - Cell CellId { type_id: ValueTypeId { id: 210, name: ValueType { name: ""turbo_tasks_fs::FileContent"", dbg: ""(trait fn)"", dbg_depth: ""(trait fn)"" } }, index: 0 } no longer exists in task <EcmascriptDevChunkListContent as VersionedContent>::content (no cell of this type exists) ```",1105,False,True,1,1,0,2026-02-13 12:46:29+00:00,89955,"Turbopack Error: Cell CellId { type_id: ValueTypeId { id: 210, name: ValueType { name: ""turbo_tasks_fs::FileContent"", dbg: ""(trait fn)"", dbg_depth: ""(trait fn)"" } }, index: 0 } no longer exists in task <EcmascriptDevChunkListContent as VersionedContent>::content (no cell of this type exists)",Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89955,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkIWb,D_kwDOBC3Cis4AkIWb,,True,1,Netail,Unsupported browser page,"### Goals 1. Render a custom page when a certain browser is not supported ### Non-Goals _No response_ ### Background When an old browser opens our nextjs page, it breaks on JavaScript's optional chaining (`?.`) & CSS layers (`@layer`). It might be nice to return a custom web page if the browser does not meet the criteria. ### Proposal Just like the global-error page, it might be nice to have a not-supported page",422,False,True,1,1,0,2026-02-13 12:17:48+00:00,89954,Unsupported browser page,Ideas,open,False,False,,https://github.com/vercel/next.js/discussions/89954,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkIMy,D_kwDOBC3Cis4AkIMy,,True,1,Yogesh-K-Tern,Turbopack Error: failed to create junction point to ../../../node_modules/require-in-the-middle,Turbopack version: `23c46498` Next.js version: `0.0.0` Error message: ``` failed to create junction point to ../../../node_modules/require-in-the-middle Caused by: - The file exists. (os error 80) ```,211,False,True,1,1,0,2026-02-13 11:04:26+00:00,89952,Turbopack Error: failed to create junction point to ../../../node_modules/require-in-the-middle,Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89952,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkIMt,D_kwDOBC3Cis4AkIMt,,True,1,michellepace,Templates by Next.js version,### Goals 1. Primary goal: Find a template that suits me but ensure its Next.js 16 without having to click into every template 2. Stretch goal: Make it easy to find a template which adheres to modern tech stack and standards so I can get going confidently much faster with the Vercel ecosystem. ### Non-Goals 1. Having to update every template (but truly that would amazing if you did) ### Background I look at https://vercel.com/templates often - but it takes a long time to find what I want. At the very least I just want to know it’s got Next.js 16. ### Proposal On https://vercel.com/templates have an easy way to filter templates. The right solution would be to spend some effort in updating your templates - but in the very least - just make it easy for me to filter. Please 😁,793,True,False,1,1,0,2026-02-13 11:03:06+00:00,89951,Templates by Next.js version,Ideas,open,False,False,,https://github.com/vercel/next.js/discussions/89951,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkIDb,D_kwDOBC3Cis4AkIDb,,True,1,oskarscholander,Turbopack Error: failed to receive message,Turbopack version: `23c464985` Next.js version: `16.1.6` Error message: ``` failed to receive message Caused by: - reading packet length - timeout while receiving message from process - deadline has elapsed Debug info: - Execution of get_written_endpoint_with_issues_operation failed - Execution of PlainIssue::from_issue failed - Execution of PlainSource::from_source failed - Execution of <WebpackLoadersProcessedAsset as Asset>::content failed - Execution of WebpackLoadersProcessedAsset::process failed - Execution of evaluate_webpack_loader failed - failed to receive message - reading packet length - timeout while receiving message from process - deadline has elapsed ```,704,False,True,1,1,0,2026-02-13 08:55:13+00:00,89947,Turbopack Error: failed to receive message,Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89947,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkH6m,D_kwDOBC3Cis4AkH6m,,True,1,Alskiee,Turbopack Error: Failed to write app endpoint /(main)/auth/login/page,Turbopack version: `23c46498` Next.js version: `0.0.0` Error message: ``` Failed to write app endpoint /(main)/auth/login/page Caused by: - Next.js package not found Debug info: - Execution of Project::hmr_version_state failed - Execution of Project::hmr_version failed - Execution of VersionedContentMap::get failed - Execution of VersionedContentMap::get_asset failed - Execution of VersionedContentMap::compute_entry failed - Execution of *emit_assets failed - Execution of all_assets_from_entries_operation failed - Execution of *all_assets_from_entries failed - Execution of endpoint_output_assets_operation failed - Execution of <AppEndpoint as Endpoint>::output failed - Failed to write app endpoint /(main)/auth/login/page - Execution of AppEndpoint::output failed - Execution of AppEndpoint::app_page_entry failed - Execution of *get_app_page_entry failed - Execution of AppProject::rsc_module_context failed - Execution of *ModuleAssetContext::new failed - Execution of *AppProject::get_rsc_transitions failed - Execution of AppProject::ecmascript_client_reference_transition failed - Execution of *NextEcmascriptClientReferenceTransition::new failed - Execution of AppProject::ssr_transition failed - Execution of *FullContextTransition::new failed - Execution of AppProject::ssr_module_context failed - Execution of AppProject::shared_transition failed - Execution of *FullContextTransition::new failed - Execution of AppProject::shared_module_context failed - Execution of *ModuleAssetContext::new failed - Execution of get_server_resolve_options_context failed - Execution of get_next_server_import_map failed - Next.js package not found ```,1698,False,True,1,1,0,2026-02-13 06:24:31+00:00,89941,Turbopack Error: Failed to write app endpoint /(main)/auth/login/page,Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89941,2026-02-13,7,2026-W06,,False,True,True,1
vercel/next.js,popular,D_kwDOBC3Cis4AkH3G,D_kwDOBC3Cis4AkH3G,,True,1,Anju1023,Turbopack Error: failed to create junction point to ../../../../node_modules/@libsql/client,Turbopack version: `23c46498` Next.js version: `0.0.0` Error message: ``` Turbopack Error: failed to create junction point to ../../../../node_modules/@libsql/client ```,176,False,True,1,1,0,2026-02-13 05:21:36+00:00,89940,Turbopack Error: failed to create junction point to ../../../../node_modules/@libsql/client,Turbopack Error Report,open,False,False,,https://github.com/vercel/next.js/discussions/89940,2026-02-13,7,2026-W06,,False,True,True,1
